_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
1755916,DEM220106,HAWKINS VILLAGE APTS BLDG 31 - 500 KENMAWR AVE,,RANKIN,15104,0,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR WINDOW CAULKING,6,f,2022-06-10,2022-11-09,CALI FEENEY,f,f,2022-11-09,DEM,COMPLETE,40.4152440249349,-79.8858848109285
1755917,DEM220107,HAWKINS VILLAGE APTS BLDG 30 - 500 KENMAWR AVE,,RANKIN,15104,0,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR WINDOW CAULKING,6,f,2022-06-10,2022-11-09,CALI FEENEY,f,f,2022-11-09,DEM,COMPLETE,40.4152440249349,-79.8858848109285
1755918,DEM220114,HAWKINS VILLAGE APTS BLDG 2 - 500 KENMAWR AVE,,RANKIN,15104,0,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR WINDOW CAULKING,6,f,2022-06-10,2023-06-10,CALI FEENEY,f,f,2023-06-10,DEM,COMPLETE,40.4152440249349,-79.8858848109285
1755919,DEM220115,HAWKINS VILLAGE APTS BLDG 19 - 500 KENMAWR AVE,,RANKIN,15104,0,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR WINDOW CAULKING,6,f,2022-06-10,2023-06-10,CALI FEENEY,f,f,2023-06-10,DEM,COMPLETE,40.4152440249349,-79.8858848109285
1755920,DEM220122,HAWKINS VILLAGE APTS BLDG 4 - 500 KENMAWR AVE,,RANKIN,15104,0,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR WINDOW CAULKING,6,f,2022-06-10,2023-06-10,CALI FEENEY,f,f,2023-06-10,DEM,COMPLETE,40.4152440249349,-79.8858848109285
1755921,PAA224427,CITY OF PITTSBURGH REGULATED PROPERTY,7354  KELLY ST,PITTSBURGH,15208,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE EXTERIOR WINDOW CAULKING AND KITCHEN SHEET FLOORING,390,f,2022-09-28,2023-09-27,JOE YAKUBISIN,t,f,2023-09-27,PAA,COMPLETE,40.4543933293779,-79.8929203136707
1755922,PAA180054,NRG CHESWICH POWER O&M,1000  PITTSBURGH ST,SPRINGDALE TOWNSHIP,15144,850,909,"BURNHAM INDUSTRIAL CONTRACTORS, INC.",VARIOU UNDERSIZED PROJECTS PLANT WIDE,1,t,2018-01-02,2018-12-31,SHANNON SANDBERG,t,f,2018-12-31,PAA,COMPLETE,40.5418785560242,-79.7748721501106
1755923,PAA180461,CHURCHILL CORPORATE CAMPUS (BUILDING 501),1310  BEULAH RD,PITTSBURGH,15235,850,938,TRITON HOLDINGS,VARIOUS ASBESTOS CONTAINING ITEMS IN VARIOUS LOCATIONS THROUGHOUT BUILDING 501 (SEE ATTACHED FOR DETAILS),185595,f,2018-07-19,2019-07-19,JOE YAKUBISIN,t,f,2019-07-19,PAA,COMPLETE,40.4422301569886,-79.8504057783118
1755924,PAA190290,SPRING GARDEN SCHOOL,1501 SPRING GARDEN AVE,PITTSBURGH,15212,850,923,HOMETEAM PROPERTIES,VARIOUS MATERIALS FROM VARIOUS LOCATIONS (SEE ATTACHED),12192,f,2019-05-24,2019-08-30,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.4643534369874,-79.9854393772332
1755925,PAA222019,UPARC 2022 O&M - 3170 WILLIAM PITT WAY,,CHESWICK,15024,850,971,"TRIFECTA TEAM, LLC",VARIOUS MATERIALS IN VARIOUS LOCATIONS,159,t,2022-01-01,2022-12-31,JOE YAKUBISIN,f,f,2022-12-31,PAA,EXPIRED,40.5403917110289,-79.8072762342924
1755926,PAA222005,SHADYSIDE HOPSITAL 2022 O&M,5230 CENTRE AVE,PITTSBURGH,15232,850,940,"SPECTRUM ENVIRONMENTAL, LLC",VARIOUS MATERIALS IN VARIOUS LOCATIONS,159,t,2022-01-01,2022-12-31,ELIZABETH LETURGEY,f,f,2022-12-31,PAA,EXPIRED,40.4546642584153,-79.9395872787866
1755927,PAA222006,MCKEESPORT HOSPITAL 2022 O&M,1500 5TH AVE,MCKEESPORT,15132,850,940,"SPECTRUM ENVIRONMENTAL, LLC",VARIOUS MATERIALS IN VARIOUS LOCATIONS,159,t,2022-01-01,2022-12-31,ELIZABETH LETURGEY,f,f,2022-12-31,PAA,EXPIRED,40.3513577942261,-79.8498321945279
1755928,PAA222007,UPMC (MULTIPLE SITES) 2022 O&M - DESOTO & O'HARA STS,,PITTSBURGH,15213,850,940,"SPECTRUM ENVIRONMENTAL, LLC",VARIOUS MATERIALS IN VARIOUS LOCATIONS,159,t,2022-01-01,2022-12-31,ELIZABETH LETURGEY,f,f,2022-12-31,PAA,EXPIRED,40.4382227596723,-79.9722482304526
1755929,PAA202013,UOP VARIOUS LOCATIONS O&M - 3412 FORBES AVENUE,,PITTSBURGH,15219,850,905,"BLT CONTRACTING, INC.",VARIOUS MATERIALS IN VARIOUS LOCATIONS,159,t,2020-01-02,2020-12-31,MARC ITKIN,t,f,2020-12-31,PAA,COMPLETE,40.4430363971525,-80.0248548874816
1755930,PAA232001,DUQUESNE UNIVERSITY 2023 O&M - 600 FORBES AVE,,PITTSBURGH,15213,850,912,"CARL FRANK INDUSTRIES, INC.",VARIOUS MATERIALS IN VARIOUS LOCATIONS,159,t,2023-01-01,2023-12-31,CALI FEENEY,f,f,2023-12-31,PAA,ACTIVE,40.4382227596723,-79.9722482304526
1755931,PAA190289,SOUTH HILLS MIDDLE SCHOOL,590 CRANE AVE,PITTSBURGH,15216,200,923,HOMETEAM PROPERTIES,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),285,f,2019-05-24,2019-08-30,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.4180903383687,-80.0182268846982
1755932,PAA210313,CME SKIBO GYM/PHISICAL FITNESS CTR - TECH & FREW STREETS,,PITTSBURGH,15213,1850,908,"BRISTOL ENVIRONMENTAL, INC.",VARIOUS MATERIALS IN VARIOUS LOCATIONS - SEE ATTACHED,12400,t,2021-06-14,2021-12-31,JOE YAKUBISIN,t,t,2021-07-09,PAA,COMPLETE,40.4382227596723,-79.9722482304526
1755933,PAA190163,OFFICE BUILDING,209  9TH ST,PITTSBURGH,15222,1850,901,"ABMECH ACQUISITIONS, LLC",VARIOUS MATERIALS IN VARIOUS LOCATIONS - SEE ATTACHED,25494,f,2019-03-25,2019-12-31,JOE YAKUBISIN,t,f,2019-12-31,PAA,COMPLETE,40.4434892571484,-79.9980314499859
1755934,PAA202025,PGH PUBLIC SCHOOLS 2020 O&M,1305 MURIEL ST,PITTSBURGH,15204,850,921,GRAY WASTE MANAGEMENT CORPORATION,VARIOUS MATERIALS IN VARIOUS LOCATIONS IN VARIOUS SCHOOLS,159,t,2020-01-03,2020-12-31,MARC ITKIN,t,f,2020-12-31,PAA,COMPLETE,40.4633486971413,-80.0789127114388
1755935,PAA202175,EASTMAN CHEMICAL RESINS INC - STATE HIGHWAY 837,,JEFFERSON HILLS,15025,850,947,"GEO V. HAMILTON, INC.",VARIOUS MATERIALS IN VARIOUS LOCATIONS THROUGHOUT COMPLEX,159,t,2020-05-13,2020-12-31,JOE YAKUBISIN,t,f,2020-12-31,PAA,COMPLETE,40.3099635698636,-79.9762854565138
1755936,PAA202019,MCKEESPORT HOSPITAL 2020 O&M,1500 5TH AVE,MCKEESPORT,15132,850,940,"SPECTRUM ENVIRONMENTAL, LLC",VARIOUS MATERIALS IN VARIOUS LOCTIONS,159,t,2020-01-03,2020-12-31,MARC ITKIN,t,f,2020-12-31,PAA,COMPLETE,40.3513577942261,-79.8498321945279
1755937,PAA222053,CLEARWAY ENERGY 2022 O&M,111 S COMMONS ST,PITTSBURGH,15212,850,905,"BLT CONTRACTING, INC.",VARIOUS MATERIALS ON BOTH FLOORS,159,t,2022-01-17,2022-12-30,JOE YAKUBISIN,f,f,2022-12-30,PAA,EXPIRED,40.4497652459488,-80.0063155023687
1755938,PAA210373,UPARC BUILDING B4,3170 WILLIAM PITT WAY,HARMAR,15238,1250,943,PRECISION ENVIRONMENTAL COMPANY,VARIOUS MATERIALS THROUGHOUT THE BUILDING,1489,f,2021-11-08,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.5449997734214,-79.8271432746162
1755939,PAA160291,FOX CHAPEL PLAZA,1109 FREEPORT RD,FOX CHAPEL,15238,650,905,"BLT CONTRACTING, INC.",VAT,1900,t,2016-06-27,2017-06-27,JOE YAKUBISIN,t,f,2017-06-27,PAA,COMPLETE,40.4881882168825,-79.8823753375325
1755940,PAA194634,VACANT RESIDENCE,1323  BELL AVE,NORTH BRADDOCK,15104,350,956,A. W. MCNABB LLC,REMOVE EXTERIOR WINDOW CAULKING; REAR PORCH ROOF FLASHING & PLASTER THROUGHOUT BUILDING,4027,f,2019-09-13,2019-11-07,JOE YAKUBISIN,t,f,2019-11-07,PAA,COMPLETE,40.3992114843893,-79.8565701753383
1755941,DEM220056,CITY OF PITTSBURGH REGULATED PROPERTY,3012  ZEPHYR AVE,PITTSBURGH,15204,0,951,"FIVE STAR CONSTRUCTION, INC.",REMOVE EXTERIOR WINDOW GLAZE,50,f,2022-04-15,2022-06-30,ELIZABETH LETURGEY,t,f,2022-06-30,DEM,COMPLETE,40.456523308634,-80.0536396329718
1755942,DEM210088,VACANT RESIDENCE,304  GEARING AVE,PITTSBURGH,15210,0,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE EXTERIOR WINDOW GLAZING,30,f,2021-06-14,2021-06-30,ELIZABETH LETURGEY,t,f,2021-06-30,DEM,COMPLETE,40.418893527621,-80.0054946274308
1755943,PAA224031,2783 BERGMAN STREET,,PITTSBURGH,15204,350,951,"FIVE STAR CONSTRUCTION, INC.",REMOVE EXTERIOR WINDOW GLAZING & CAULK AND 2ND FLOOR REAR BEDROOM FLOOR SHEETING,500,f,2022-01-10,2022-02-11,JOE YAKUBISIN,t,f,2022-02-11,PAA,COMPLETE,40.4633486971413,-80.0789127114388
1755944,PAA180132,FORMER CHURCH/VACANT STRUCTURE,125  FINLEY AVE,CARNEGIE,15106,450,927,KEY ASBESTOS ABATEMENT INC,REMOVE FLOOR TILE FROM THE CHURCH BASEMENT KITCHEN,420,f,2018-02-12,2018-02-28,JOE YAKUBISIN,t,f,2018-02-28,PAA,COMPLETE,40.3958361046759,-80.0887724980233
1755945,PAA204375,301-309 VILLAGE LANE,301  VILLAGE LN,WEST MIFFLIN,15122,1550,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE FROM UNIT 307 KITCHEN AND ROOF TAR PAPER,6150,f,2020-07-29,2020-10-30,JOE YAKUBISIN,t,f,2020-10-30,PAA,COMPLETE,,
1755946,PAA180297,VACANT BAR/APARTMENT,358  WALL AVE,WALL,15148,450,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE FLOOR TILE FRON 1ST FLOOR BAR,800,f,2018-04-26,2018-05-31,SHANNON SANDBERG,t,f,2018-05-31,PAA,COMPLETE,40.393803695,-79.7935921788861
1755947,PAA204458,VACANT RESIDENCE,1509 1/2 AIRBRAKE AVE,TURTLE CREEK,15145,350,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE FLOOR TILE IN 1ST & 2ND FLOOR KITCHENS AND 2ND FLOOR BEDROOMS AND HALLWAY,540,f,2020-10-20,2021-10-19,JOE YAKUBISIN,t,f,2021-10-19,PAA,COMPLETE,40.4013739135943,-79.8185130897589
1755948,PAA190791,BROTHERS BROTHER FOUNDATION,1200 GALVESTON AVE,PITTSBURGH,15233,450,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",REMOVE FLOOR TILE IN 1ST FLOOR CLOCK AREA NAD 2ND FLOOR PRESIDENT; VP OFFICES; ACCOUNTING AND JANITOR CLOSET,976,t,2019-12-26,2020-01-31,MARC ITKIN,t,f,2020-01-31,PAA,COMPLETE,40.4545159300988,-80.0172242843751
1755949,PAA180214,RESIDENCE,9  VINECLIFFE ST,PITTSBURGH,15211,200,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE FLOOR TILE IN 1ST FLOOR KITCHEN & 2ND FLOOR HALLWAY,180,f,2018-03-27,2018-04-03,JOE YAKUBISIN,t,f,2018-04-03,PAA,COMPLETE,,
1755950,PAA180158,125 MILL STREET - CORAOPOLIS; PA 15108,125  MILL ST,CORAOPOLIS,15108,850,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE FLOOR TILE IN 1ST FLOOR KITCHEN & LIVING ROOM & 2ND FLOOR BATHROOMS,1200,f,2018-02-20,2018-02-24,JOE YAKUBISIN,t,f,2018-02-24,PAA,COMPLETE,40.5195756523969,-80.1628052332096
1755951,PAA180271,VACANT APARTMENTS,511  WESTERN AVE,EAST PITTSBURGH,15112,200,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE FLOOR TILE IN 1ST FLOOR KITCHEN AND CAULKING FROM EXTYERIOR WINDOWS,240,f,2018-04-20,2018-04-25,JOE YAKUBISIN,t,f,2018-04-25,PAA,COMPLETE,40.3957204368927,-79.8435629738631
1755952,PAA180159,123 MILL STREET - CORAOPOLIS; PA 15108,123  MILL ST,CORAOPOLIS,15108,450,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE FLOOR TILE IN 1ST FLOOR LIVING ROOM & BEDROOM,300,f,2018-02-19,2018-02-28,JOE YAKUBISIN,t,f,2018-02-28,PAA,COMPLETE,40.5196751058063,-80.1627283633644
1755953,PAA180213,RESIDENCE,9  WYOMING ST,PITTSBURGH,15211,200,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE FLOOR TILE IN 1ST FLOOR; BACK ROOM & BASEMENT BATHROOM & LIVING ROOM,225,f,2018-03-27,2018-04-03,JOE YAKUBISIN,t,f,2018-04-03,PAA,COMPLETE,40.430550140824,-80.0064650008084
1755954,PAA210607,COMMERCIAL BUILDING,2776  SOUTH PARK RD,BETHEL PARK,15102,450,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE IN 2ND FLOOR APARTMENTS,796,t,2021-11-26,2022-01-28,SHANNON SANDBERG,t,f,2022-01-28,PAA,COMPLETE,40.3280675344652,-80.0346091260408
1755955,PAA170644,129 ROCHELLE STREET,129  ROCHELLE ST,PITTSBURGH,15210,450,920,GENERAL CONTRACTING CORP. OF AMERICA,REMOVE FLOOR TILE IN 2ND FLOOR BATHROOM; CAULKING ON EXTRIORI WINDOWS; & MASTIC FROM LIVING ROOM AND BASEMENT BATHROOM,353,f,2017-12-01,2017-12-15,JOE YAKUBISIN,t,f,2017-12-15,PAA,COMPLETE,40.4151526287963,-79.9895081412641
1755956,PAA200231,SERRA CATHOLIC HIGH SCHOOL - FRIARY BUILDING,200 HERSHEY DR,MCKEESPORT,15132,1250,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE IN AST FLOOR HALLWAY; ROOMS 1; 2; 3; & 4; BAND STORAGE ROOM AND BASEMENT HALLWAY,2800,t,2020-05-08,2020-09-04,JOE YAKUBISIN,t,f,2020-09-04,PAA,COMPLETE,40.325659472796,-79.8243190486148
1755957,UND190072,VACANT RESIDENCE,215  SIPLE ST,PLUM,15239,0,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",REMOVE FLOOR TILE IN BASEMENT,300,f,2019-04-11,2019-01-12,JOE YAKUBISIN,t,f,2019-01-12,UND,COMPLETE,40.4939739318873,-79.7818931031979
1755958,PAA170179,ELIZABETH TOWNSHIP MUNICIPAL BUILDING,522 ROCK RUN RD,ELIZABETH TOWNSHIP,15037,850,921,GRAY WASTE MANAGEMENT CORPORATION,VAT IN COMMISIONER HALL AND SAFE ROOM,2600,t,2017-04-05,2017-04-30,JOE YAKUBISIN,t,f,2017-04-30,PAA,COMPLETE,40.2716475996243,-79.8229460017724
1755959,PAA140284,SAINT SYLVESTOR CONVENT,30 W WILLOCK ST,PITTSBURGH,15227,350,905,"BLT CONTRACTING, INC.",VAT IN LAUNDRY ROOM AND VAT/MASTIC IN KITCHEN,430,t,2014-07-14,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.3714705639366,-79.9769275975144
1755960,PAA160191,5TH AVE. CONDO,5742  5TH AVE,PITTSBURGH,15232,150,912,"CARL FRANK INDUSTRIES, INC.",VAT IN RUBBISH ROOM ON 1ST;2ND;3D FLOORS AND LINOLEUM IN UNITS 102;103;104,273,t,2016-05-03,2016-07-03,JOE YAKUBISIN,t,f,2016-07-03,PAA,COMPLETE,40.4499829041286,-79.9279283507858
1755961,PAA170135,CARNEIGIE LIBRARY - CARRICK,1815  BROWNSVILLE RD,PITTSBURGH,15210,450,921,GRAY WASTE MANAGEMENT CORPORATION,VAT IN STAIRWELL AND ROOFING,860,f,2017-03-13,2017-05-31,JOE YAKUBISIN,t,f,2017-05-31,PAA,COMPLETE,40.3969015924339,-79.9874598290853
1755962,PAA160047,,1221 E CARSON STREET,PITTSBURGH,15203,350,926,"KANE SPECIALTY GROUP, LLC",VAT ON 1ST FLOOR,921,f,2016-01-21,2016-01-31,JOE YAKUBISIN,t,f,2016-01-31,PAA,COMPLETE,40.4289708817955,-79.9855430705562
1755963,PAA150420,BOYS & GIRLS CLUB OF WESTERN PA,29 N 3RD ST,DUQUESNE,15110,650,905,"BLT CONTRACTING, INC.",VAT ON 1ST FLOOR,2200,t,2015-08-25,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.3737245710847,-79.8490827746577
1755964,PAA150106,MT.LEBANON CHRISTION CHURCH,367 CEDAR BLVD.,MT.LEBANON,15228,350,912,"CARL FRANK INDUSTRIES, INC.",VAT ON 1ST FLOOR CORRIDOR,600,t,2015-03-05,2015-06-05,JOE YAKUBISIN,t,f,2015-06-05,PAA,COMPLETE,40.3777816478135,-80.0546281939364
1755965,PAA140364,,5877 COMMERCE STREET,PITTSBURGH,15206,650,921,GRAY WASTE MANAGEMENT CORPORATION,VAT ON 2ND FLOOR CLASS ROOMS,2300,f,2014-09-02,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.4597309591291,-79.9281153761854
1755966,PAA160077,,235 MILLERS RUN ROAD,BRIDGEVILLE,15017,650,912,"CARL FRANK INDUSTRIES, INC.",VAT ON ENTRANCE AND 2ND FLOOR OFFICE;TRANSITE EXTERIOR,7050,f,2016-02-02,2016-06-30,,t,f,2016-06-30,PAA,COMPLETE,40.5742332472123,-79.9584288352886
1755967,PAA140411,,407 LOCUST ST,MC KEES ROCKS,15136,650,926,"KANE SPECIALTY GROUP, LLC",VAT ON RAISED DECK AND MEZZANINE;VAT/MASTIC IN BAR AREA AND PIPE INSULATION IN BAR AREA,3695,f,2014-10-09,2014-10-31,JOE YAKUBISIN,t,f,2014-10-31,PAA,COMPLETE,40.4656894590787,-80.0590950864125
1755968,PAA150217,AZON CORP - BARGE SITE,3 19TH STREET,PITTSBURGH,15215,150,921,GRAY WASTE MANAGEMENT CORPORATION,VAT/MASTIC,225,t,2015-05-11,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.4925814568005,-79.9196134746907
1755969,PAA150218,AZON CORP - DOG HOUSE,3 19TH STREET,PITTSBURGH,15215,350,921,GRAY WASTE MANAGEMENT CORPORATION,VAT/MASTIC,450,t,2015-05-11,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.4925814568005,-79.9196134746907
1755970,PAA160283,WEST PENN HOSPITAL,4800 FRIENDSHIP AVE,PITTSBURGH,15224,150,905,"BLT CONTRACTING, INC.",VAT/MASTIC  IN ROOM GR317,600,t,2016-06-10,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.4621317678598,-79.9462630434165
1755971,PAA140129,LIBERMAN HALL,600 5TH AVE,PITTSBURGH,15219,650,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",VAT/MASTIC AND FITTINGS THROUGH OUT 4TH FLOORS. TARPAPER/UNDERLAYMENT IN 4TH FLOOR REST ROOM,6180,t,2014-04-08,2014-07-08,JOE YAKUBISIN,t,f,2014-07-08,PAA,COMPLETE,40.4387522010475,-79.9942953832131
1755972,PAA140359,NATIONAL AVIARY,700 ARCH ST,PITTSBURGH,15212,350,912,"CARL FRANK INDUSTRIES, INC.",VAT/MASTIC GRAND FLOOR HALLWAY,400,t,2014-09-07,2014-12-07,JOE YAKUBISIN,t,f,2014-12-07,PAA,COMPLETE,40.4534061695555,-80.0104118484218
1755973,PAA160337,STARBUCKS COFFEE,425 BEAVER ST,SEWICKLEY,15143,350,905,"BLT CONTRACTING, INC.",VAT/MASTIC IN BASEMENT,900,t,2016-08-02,2017-08-02,JOE YAKUBISIN,t,f,2017-08-02,PAA,COMPLETE,40.5409607500093,-80.1810300312202
1755974,PAA150283,SAINL PHILLIP SCHOOL,52 WEST CRAFTON AVE.,PITTSBURGH,15205,650,905,"BLT CONTRACTING, INC.",VAT/MASTIC IN LOCKER ROOMS/HALLWAY;CONCESSION AREA ADJ TO GYM AND BAND ROOM,2100,t,2015-06-15,2015-12-31,DON HORGAN,t,f,2015-12-31,PAA,COMPLETE,40.4372259627199,-80.0682835916264
1755975,PAA140274,EQUIPMENT CORPORATION OF AMERICA,1000 STATION STREET,CORAOPOLIS,15108,650,905,"BLT CONTRACTING, INC.",VAT/MASTIC IN OFFICE AREA AND LOCKER ROOM,2800,t,2014-07-08,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.5076911967526,-80.1357043415221
1755976,PAA150469,DUQUESNE UNIVERSITY,600 FORBES AVE,PITTSBURGH,15219,350,912,"CARL FRANK INDUSTRIES, INC.",VAT/MASTIC AT FISHER HALL ROOM 339 A;B ABD C,1400,t,2015-09-30,2015-10-30,JOE YAKUBISIN,t,f,2015-10-30,PAA,COMPLETE,40.437826212702,-79.9936526271794
1755977,PAA140309,UPMC - PASSAVANT T BUILDING,9100 BABCOCK BLVD.,PITTSBURGH,15101,150,928,NORTHSTAR CONTRACTING GROUP INC,VAT/MASTIC EXAM ROOMS 3&4 SUITE 2103,250,t,2014-07-15,2014-07-17,JOE YAKUBISIN,t,f,2014-06-17,PAA,COMPLETE,,
1755978,PAA160323,WESTWOOD K-5 PPS SCHOOL,508 SHADYHILL RD,PITTSBURGH,15205,150,921,GRAY WASTE MANAGEMENT CORPORATION,VAT/MASTIC IN CAFRTERIA,180,t,2016-07-21,2016-09-15,JOE YAKUBISIN,t,f,2016-09-15,PAA,COMPLETE,40.431476636555,-80.0505566656086
1755979,PAA160305,CHRIST THE DIVINE TEACHER ACADEMY,205 BRILLIANT AVE,PITTSBURGH,15215,350,905,"BLT CONTRACTING, INC.",VAT/MASTIC IN CLASSROOM 103,900,t,2016-07-11,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.4911767235533,-79.9009987987849
1755980,PAA140111,,4840 MCKNIGHT ROAD,PITTSBURGH,15237,350,905,"BLT CONTRACTING, INC.",VAT/MASTIC IN PERSONAL ENTRANCE AND REAR STAIRWELL,450,f,2014-03-20,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.5279095520207,-80.006131309796
1755981,PAA160096,KMART,880 BUTLER ST,SHALER,15223,350,912,"CARL FRANK INDUSTRIES, INC.",VAT/MASTIC IN REAR ROOM AND MASTIC IN FRONT ROOM,793,t,2016-02-15,2016-03-15,JOE YAKUBISIN,t,f,2016-03-15,PAA,COMPLETE,40.5107523167292,-79.9456572426665
1755982,PAA190584,RESIDENTIAL PROJECT,606  ARMANDALE ST,PITTSBURGH,15212,450,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR ROOF TAR ON LOWER ROOF ONLY,375,f,2019-08-23,2020-08-23,JOE YAKUBISIN,t,f,2020-08-23,PAA,COMPLETE,40.4583340953966,-80.0142265880212
1755983,PAA190442,RESIDENCE,1515  BRIGHTON PL,PITTSBURGH,15212,450,931,PHASE ONE DEVELOPMENT CORPORATION,REMOVE EXTERIOR ROOFING MATERIAL,399,f,2019-07-10,2019-08-31,SHANNON SANDBERG,t,f,2019-08-31,PAA,COMPLETE,40.4570672895635,-80.0170837800116
1755984,PAA190425,MCCONWAY & TORLEY; LLC,109 48TH ST,PITTSBURGH,15201,1250,941,"PRISM RESPONSE, LLC DBA ALLOY",REMOVE EXTERIOR ROOFING MATERIAL FROM MAP AREA 49/50/51/52 AND MAIN ROOF EXTERIOR TRANSITE,4200,t,2019-07-05,2019-12-30,JOE YAKUBISIN,t,t,2019-10-01,PAA,COMPLETE,40.4789728715286,-79.9607942317182
1755985,PAA204238,,1204  LOCUST ST,MCKEESPORT,15132,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURE ENTIRE BULDING TO BE TREATED AS ACM,928,f,2020-04-29,2021-04-28,JOE YAKUBISIN,t,f,2021-04-28,PAA,COMPLETE,40.3435721399581,-79.8620470540534
1755986,PAA204077,530 1/2 & 532 GRANDVIEW AVENUE,530 1/2 GRANDVIEW AVE,EAST PITTSBURGH,15112,350,921,GRAY WASTE MANAGEMENT CORPORATION,UNSAFE STRUCTURES ENTIRE BUILDING TO BE TREATED AS ACM,3936,f,2020-01-24,2021-01-23,JOE YAKUBISIN,t,f,2021-01-23,PAA,COMPLETE,40.435338427063,-80.0127639724808
1755987,PAA180460,CHURCHILL CORPORATE CAMPUS (BLDG 401),1310  BEULAH RD,PITTSBURGH,15235,850,938,TRITON HOLDINGS,VARIOUS ASBESTOS CONTAINING ITEMS IN VARIOUS LOCATIONS THROUGHOUT BUILDING 401 (SEE ATTACHED FOR DETAILS),226614,f,2018-07-19,2019-07-19,JOE YAKUBISIN,t,f,2018-07-19,PAA,COMPLETE,40.4422301569886,-79.8504057783118
1755988,PAA190291,WEST LIBERTY ELEMENTARY SCHOOL,785 DUNSTER ST,PITTSBURGH,15226,1250,923,HOMETEAM PROPERTIES,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),4955,f,2019-05-24,2020-05-24,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.4028984335199,-80.0079795189801
1755989,PAA190292,WESTWOOD K-5 SCHOOL,508 SHADYHILL RD,PITTSBURGH,15205,1250,923,HOMETEAM PROPERTIES,VARIOUS MATERIALS IN VARIOUS LOCATIONS (SEE ATTACHED),2595,f,2019-05-24,2019-08-30,JOE YAKUBISIN,t,f,2019-08-30,PAA,COMPLETE,40.431476636555,-80.0505566656086
1755990,PAA222001,GENON POWER MIDWEST; LP CHESWICK- 100 PITTSBURGH ST,,SPRINGDALE BORO,15144,850,948,GENON POWER MIDWEST LP,VARIOUS MATERIALS IN VARIOUS LOCATIONS PLANTWIDE,500,t,2022-01-01,2022-12-31,JOE YAKUBISIN,f,f,2022-12-31,PAA,EXPIRED,40.5377962804326,-79.7941635899885
1755991,PAA190068,UNIVERSITY OF PITTSBURGH - OLD FORD BUILDING,5000  BAUM BLVD,PITTSBURGH,15213,850,901,"ABMECH ACQUISITIONS, LLC",VARIOUS MATERIALS IN VARIOUS LOCATIONS THROUGHOUT BUILDING - SEE ATTACHED LIST,62225,f,2019-01-31,2020-01-31,SHANNON SANDBERG,t,f,2020-01-31,PAA,COMPLETE,40.4549955677168,-79.9451871568143
